rust-base64; benchmarks; encode_large_input/encode_reuse_buf/31457280; 3367210988
rust-base64; benchmarks; encode_large_input/encode_slice/31457280; 3131311504
rust-base64; benchmarks; encode_large_input/encode_reuse_buf_stream/31457280; 3207742297
rust-base64; benchmarks; encode_large_input/encode_string_stream/31457280; 3383189928
rust-base64; benchmarks; encode_large_input/encode_string_reuse_buf_stream/31457280; 3383517896
rust-base64; benchmarks; decode_small_input/decode/3; 3360
rust-base64; benchmarks; decode_small_input/decode_reuse_buf/3; 3940
rust-base64; benchmarks; decode_small_input/decode_slice/3; 2071
rust-base64; benchmarks; decode_small_input/decode_stream/3; 7415
rust-base64; benchmarks; decode_small_input/decode/50; 8400
rust-base64; benchmarks; decode_small_input/decode_reuse_buf/50; 14000
rust-base64; benchmarks; decode_small_input/decode_slice/50; 7148
rust-base64; benchmarks; decode_small_input/decode_stream/50; 12488
rust-base64; benchmarks; decode_small_input/decode/100; 12810
rust-base64; benchmarks; decode_small_input/decode_reuse_buf/100; 22818
rust-base64; benchmarks; decode_small_input/decode_slice/100; 11451
rust-base64; benchmarks; decode_small_input/decode_stream/100; 16808
rust-base64; benchmarks; decode_small_input/decode/500; 49418
rust-base64; benchmarks; decode_small_input/decode_reuse_buf/500; 99011
rust-base64; benchmarks; decode_small_input/decode_slice/500; 47913
rust-base64; benchmarks; decode_small_input/decode_stream/500; 53356
rust-base64; benchmarks; decode_small_input/decode/3072; 284921
rust-base64; benchmarks; decode_small_input/decode_reuse_buf/3072; 587101
rust-base64; benchmarks; decode_small_input/decode_slice/3072; 281301
rust-base64; benchmarks; decode_small_input/decode_stream/3072; 299906
rust-base64; benchmarks; decode_large_input/decode/3145728; 285478622
rust-base64; benchmarks; decode_large_input/decode_reuse_buf/3145728; 596906100
rust-base64; benchmarks; decode_large_input/decode_slice/3145728; 285477333
rust-base64; benchmarks; decode_large_input/decode_stream/3145728; 304100216
rust-base64; benchmarks; decode_large_input/decode/10485760; 951586526
rust-base64; benchmarks; decode_large_input/decode_reuse_buf/10485760; 1989677172
rust-base64; benchmarks; decode_large_input/decode_slice/10485760; 951585237
rust-base64; benchmarks; decode_large_input/decode_stream/10485760; 1013660536
rust-base64; benchmarks; decode_large_input/decode/31457280; 2854751966
rust-base64; benchmarks; decode_large_input/decode_reuse_buf/31457280; 5969023092
rust-base64; benchmarks; decode_large_input/decode_slice/31457280; 2854750677
